-1.8333,176.26
-1.8303,176.15
-1.8272,153.78
-1.8242,129.72
-1.8211,96.698
-1.8181,8.381
-1.815,-42.478
-1.8119,-38.89
-1.8089,-73.077
-1.8058,-74.66
-1.8028,-75.082
-1.7997,-93.02
-1.7967,-94.813
-1.7936,-103.78
-1.7906,-109.8
-1.7875,-112.22
-1.7844,-116.55
-1.7814,-120.03
-1.7783,-125.2
-1.7753,-126.68
-1.7722,-128.68
-1.7692,-132.9
-1.7661,-134.59
-1.7631,-137.97
-1.76,-139.24
-1.7569,-139.45
-1.7539,-141.13
-1.7508,-142.82
-1.7478,-146.94
-1.7447,-146.41
-1.7417,-146.31
-1.7386,-150.42
-1.7356,-148.52
-1.7325,-152.74
-1.7294,-152.43
-1.7264,-152.64
-1.7233,-155.06
-1.7203,-152.95
-1.7172,-156.96
-1.7142,-155.59
-1.7111,-158.23
-1.7081,-155.49
-1.705,-159.71
-1.7019,-160.23
-1.6989,-158.02
-1.6958,-161.71
-1.6928,-157.91
-1.6897,-159.6
-1.6867,-160.34
-1.6836,-162.55
-1.6806,-161.61
-1.6775,-160.44
-1.6744,-162.34
-1.6714,-163.29
-1.6683,-163.72
-1.6653,-164.24
-1.6622,-161.92
-1.6592,-165.51
-1.6561,-163.08
-1.6531,-164.88
-1.65,-161.18
-1.6469,-165.19
-1.6439,-164.03
-1.6408,-164.77
-1.6378,-162.77
-1.6347,-164.98
-1.6317,-166.04
-1.6286,-165.3
-1.6256,-169.41
-1.6225,-163.08
-1.6194,-167.2
-1.6164,-162.66
-1.6133,-164.98
-1.6103,-164.35
-1.6072,-164.88
-1.6042,-166.35
-1.6011,-165.83
-1.5981,-164.35
-1.595,-162.87
-1.5919,-164.45
-1.5889,-165.72
-1.5858,-165.09
-1.5828,-164.77
-1.5797,-164.24
-1.5767,-164.56
-1.5736,-163.93
-1.5706,-163.19
-1.5675,-166.46
-1.5644,-164.35
-1.5614,-163.82
-1.5583,-163.08
-1.5553,-164.45
-1.5522,-161.5
-1.5492,-165.3
-1.5461,-163.72
-1.5431,-164.77
-1.54,-166.14
-1.5369,-160.76
-1.5339,-166.88
-1.5308,-160.55
-1.5278,-167.51
-1.5247,-164.45
-1.5217,-164.35
-1.5186,-162.45
-1.5156,-163.4
-1.5125,-163.82
-1.5094,-161.08
-1.5064,-165.61
-1.5033,-163.72
-1.5003,-162.87
-1.4972,-163.5
-1.4942,-161.39
-1.4911,-161.29
-1.4881,-162.34
-1.485,-162.66
-1.4819,-162.55
-1.4789,-162.24
-1.4758,-158.97
-1.4728,-161.92
-1.4697,-160.23
-1.4667,-159.6
-1.4636,-162.03
-1.4606,-161.39
-1.4575,-160.97
-1.4544,-159.92
-1.4514,-156.33
-1.4483,-157.49
-1.4453,-158.02
-1.4422,-158.86
-1.4392,-157.17
-1.4361,-155.59
-1.4331,-153.16
-1.43,-157.81
-1.4269,-153.27
-1.4239,-155.38
-1.4208,-153.48
-1.4178,-153.48
-1.4147,-155.8
-1.4117,-151.69
-1.4086,-155.27
-1.4056,-150.95
-1.4025,-152
-1.3994,-152.21
-1.3964,-150.21
-1.3933,-152.53
-1.3903,-150.21
-1.3872,-150.84
-1.3842,-150.84
-1.3811,-150.74
-1.3781,-150.95
-1.375,-150.95
-1.3719,-148.84
-1.3689,-148.94
-1.3658,-150.84
-1.3628,-149.37
-1.3597,-147.89
-1.3567,-146.94
-1.3536,-150.84
-1.3506,-147.99
-1.3475,-148.31
-1.3444,-148.94
-1.3414,-145.99
-1.3383,-149.05
-1.3353,-146.52
-1.3322,-145.25
-1.3292,-148.52
-1.3261,-144.3
-1.3231,-148.1
-1.32,-144.93
-1.3169,-147.25
-1.3139,-145.57
-1.3108,-145.14
-1.3078,-142.93
-1.3047,-145.67
-1.3017,-145.14
-1.2986,-145.36
-1.2956,-145.04
-1.2925,-141.98
-1.2894,-144.93
-1.2864,-143.35
-1.2833,-142.93
-1.2803,-144.83
-1.2772,-143.35
-1.2742,-141.98
-1.2711,-145.46
-1.2681,-142.19
-1.265,-144.19
-1.2619,-142.82
-1.2589,-141.35
-1.2558,-142.82
-1.2528,-142.82
-1.2497,-139.55
-1.2467,-142.08
-1.2436,-141.13
-1.2406,-141.13
-1.2375,-142.51
-1.2344,-137.44
-1.2314,-141.98
-1.2283,-138.18
-1.2253,-139.55
-1.2222,-138.5
-1.2192,-135.23
-1.2161,-138.29
-1.2131,-138.81
-1.21,-136.7
-1.2069,-136.81
-1.2039,-137.13
-1.2008,-135.54
-1.1978,-138.07
-1.1947,-136.49
-1.1917,-133.96
-1.1886,-132.9
-1.1856,-133.96
-1.1825,-135.75
-1.1794,-133.33
-1.1764,-134.07
-1.1733,-131.32
-1.1703,-132.38
-1.1672,-132.8
-1.1642,-131.85
-1.1611,-133.54
